Customer_Age,Gender,Dependent_count,Marital_Status,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown
40,0,2,1,0,29,5,2,2,1759.2619737456562,1178,0.4511603920302996,2092,49,0.7191214078763032,0.6690630430066247,False,True,False,False,True,False,True,False,False,True,False
53,1,1,2,0,35,2,3,2,11093.03351427858,563,0.9733468410168424,8171,87,0.7788535556385675,0.051180193960190565,False,False,False,False,True,True,False,False,True,False,False
57,0,0,2,0,36,3,3,3,1773.8497787250828,0,0.5602797784927599,2283,49,0.6331073009106551,0.0,False,False,True,False,False,False,False,False,False,True,False
47,1,2,1,0,36,3,2,3,2376.7409473333487,2066,0.8608275994676469,851,16,0.31045505349868535,0.8680068453281835,False,True,True,False,False,False,False,True,False,True,False
40,0,4,1,0,36,3,2,3,3562.5091445542976,0,0.4508568518482344,1550,40,0.7345452458413064,0.0,False,True,True,False,False,False,True,False,False,True,False
47,0,2,1,0,35,3,2,3,1740.4495204069128,0,0.6358800418873133,2100,36,0.39498665763214813,0.0,False,True,False,False,False,False,False,False,False,True,False
46,1,2,1,2,33,4,2,3,34516.0,2177,0.8964076806722258,7938,69,0.8416798137124565,0.06275765821095479,False,True,True,False,False,False,False,False,True,False,False
44,0,4,1,0,32,3,3,2,1573.5941850014885,0,0.44933555290045585,2127,41,0.5204288339345986,0.0,False,False,False,True,True,False,False,False,False,True,False
47,0,2,1,0,36,5,3,2,5854.224586948642,108,0.5073795699765218,1997,42,0.5179055249591588,0.018606075694301866,False,True,True,False,False,False,False,True,False,False,True
44,0,1,1,0,35,5,3,3,3051.5804169299417,0,0.866946928765344,2597,46,0.46879432202448124,0.0,False,False,False,False,False,True,True,False,False,True,False
42,0,3,1,0,34,2,3,1,1630.8299182019532,1442,0.6262957944313857,2178,44,0.5397368145633721,0.8842840342614358,False,False,True,False,False,False,True,False,False,False,False
34,0,0,1,0,35,5,2,2,8786.018851139792,0,0.8557447767536037,2516,47,0.5796542912826014,0.0,False,False,False,True,True,False,False,True,False,False,True
57,0,0,1,0,44,2,1,3,3395.731669825548,2517,0.9920449614415916,984,21,0.4120047049049442,0.7424744475891834,False,False,False,False,False,True,True,False,False,True,False
52,0,3,1,0,41,3,2,2,1545.8627916681694,0,0.8246566065083638,2307,43,0.3257441666366119,0.0,False,True,True,False,False,False,True,False,False,True,False
36,0,0,1,0,24,6,2,2,4195.614070147936,0,0.8588863714622478,8666,70,0.5286814830612379,0.0,False,True,False,False,False,False,True,True,False,False,False
47,1,3,1,0,29,2,3,3,6734.978731801164,531,0.6056052497488574,1760,41,0.5066979568274779,0.07756005961336049,True,True,False,False,False,False,True,False,True,False,False
49,0,1,2,0,43,1,3,2,1654.8565777471513,531,0.8230419207300746,2527,38,0.5770419207300747,0.3211320350612858,False,True,False,False,False,True,True,False,False,True,False
43,0,3,1,0,32,3,2,3,2699.65503038027,2498,0.6400222258513928,2676,37,0.6072752742523465,0.9255221646758951,False,True,True,False,False,False,True,False,False,True,False
42,0,3,1,0,33,1,2,3,7640.622478080143,0,0.7678529719532061,8068,75,0.7305021693430834,0.0,False,False,True,False,False,True,False,False,False,True,False
53,0,1,2,0,44,5,2,4,3101.2947468755365,454,0.8436646434420602,2552,47,0.6597323988412018,0.14734484666952788,False,True,False,False,False,False,False,False,False,True,False
47,0,3,2,0,38,4,3,3,2511.40761484617,0,0.6428414637798211,2272,44,0.42822220608832473,0.0,False,True,False,False,False,True,True,False,False,False,True
48,1,2,1,0,36,2,2,2,5960.757841317572,1323,0.9605351788908327,809,26,0.579997437823622,0.22419748195258457,False,True,False,True,False,False,False,False,True,False,False
48,0,3,2,0,35,2,3,1,11730.20220308644,0,1.005,5251,70,0.5790073735906802,0.0,False,False,False,True,False,False,True,True,False,False,False
46,1,2,0,0,36,2,3,3,7192.145838305825,940,0.6633490556357201,1889,31,0.46852652071986256,0.13115451347451457,False,True,False,False,False,False,True,True,False,False,False
38,0,2,2,0,34,2,2,2,4617.425742053125,0,0.6288424791555416,6605,62,0.7102646297552545,0.0,False,True,True,False,False,False,False,False,True,True,False
45,0,3,0,0,36,5,3,2,3511.8279265517467,2517,0.6130183356147832,2470,46,0.6039760226575912,0.7169943582723743,False,False,True,False,True,False,False,False,False,True,False
49,0,4,1,0,44,2,2,3,1438.3,0,0.7306727204556592,823,21,0.591092880311033,0.0,False,True,False,False,False,False,True,False,False,True,False
47,0,1,2,0,30,3,2,4,2082.5661218655887,0,0.722021793079199,2789,51,0.616654614409926,0.0,False,False,False,False,True,True,False,False,False,True,True
44,0,3,1,0,37,5,2,2,9292.16264529613,2278,0.9579994041901377,4906,62,0.6963098003663244,0.24563955911731156,False,False,False,True,False,True,True,False,False,False,False
46,0,4,3,0,36,3,2,2,2659.163461704434,2492,0.7550331956901231,2483,45,0.5159293727718746,0.9379598213515127,False,True,True,False,False,False,False,False,False,True,False
47,0,3,1,0,35,3,3,3,7032.019549469875,0,0.46654051643304756,1784,48,0.6386176689487969,0.0,False,True,False,False,False,False,True,False,False,False,False
49,0,1,1,0,36,5,3,2,5398.4422068134045,2404,0.6609794191090873,2093,45,0.39829453466753406,0.4455684884441553,True,True,False,False,False,False,True,False,False,True,False
49,0,3,2,0,36,1,3,2,4705.996419362205,942,0.5019248066063119,2087,46,1.0990527719005532,0.20010002344165917,False,True,False,False,False,True,True,True,False,False,False
57,0,2,1,0,49,4,1,3,5447.600714754459,296,0.6971217805654758,2418,41,0.45827869593749676,0.05535323300843547,False,False,True,False,False,False,False,False,False,False,True
50,0,4,1,0,33,3,2,2,1438.3,0,0.6253345991124304,2249,50,0.8488169022806853,0.0,False,False,False,False,False,True,False,False,False,True,False
42,1,2,2,0,36,4,2,3,34516.0,1178,0.4990912357832162,1767,35,0.34665870622604383,0.034538691166556425,False,True,False,False,True,False,False,False,False,False,False
51,1,1,1,0,39,3,3,3,24288.054514021354,1077,0.49182081536075367,1753,36,0.5582992396906529,0.04499812020616024,False,False,True,False,False,True,False,True,True,False,False
41,1,2,2,0,28,2,2,2,1645.7777933341367,0,0.8345973641739983,2558,48,0.5646673200337456,0.0,False,False,True,False,True,False,False,True,False,False,True
39,1,2,1,0,26,1,2,2,3880.488232779256,16,0.9245175352965407,7785,80,0.9230768335385605,0.004107522470746999,False,True,False,False,False,False,False,True,True,False,False
53,0,3,2,0,48,1,3,3,8506.99892684444,0,0.5665960828604919,2216,37,0.29231021526684053,0.0,False,True,False,True,False,False,False,False,True,True,False
44,0,3,2,1,36,1,3,4,15376.66104419118,394,0.7908166810574642,8220,69,0.5560360089255607,0.025956091680812497,True,False,False,False,True,False,False,False,False,True,False
47,0,3,1,0,34,4,3,3,2729.9410281696614,2379,0.8310884577455079,2411,44,0.4079707942088036,0.8715880375595485,True,False,False,False,False,True,False,False,False,True,False
57,0,0,1,0,46,1,3,2,29246.372600972423,0,1.1036053704328135,8392,65,0.6015883521879505,0.0,False,False,False,False,False,True,False,False,True,False,True
50,1,2,0,0,36,3,2,3,14307.292415065238,554,0.7773508140638865,2374,39,0.3435889649720407,0.038487117197763265,False,False,True,True,False,False,False,True,False,False,False
42,0,3,1,0,30,2,3,3,1438.3,0,0.4004401794989016,1695,37,0.5367279728629173,0.0,True,False,False,False,False,False,False,True,False,True,False
41,1,1,1,0,34,3,3,3,2151.9795136301695,983,1.0813321392688542,2851,56,0.6842827545710728,0.45840138655084284,False,False,False,False,True,True,True,True,False,False,False
47,1,3,1,0,28,3,2,3,20701.02633216138,0,0.7109155122419284,1365,33,0.6405197803490428,0.0,True,False,False,False,False,True,False,False,True,False,False
43,1,3,1,0,33,2,2,4,5161.73736677062,274,0.5989114653247377,7537,62,0.5704623075400298,0.051514725622789005,False,True,False,False,False,False,False,True,False,False,False
40,0,2,1,0,34,4,1,2,2700.583027039259,0,0.8537998664208727,2673,38,0.32055220510704724,0.0,False,False,False,False,True,True,True,False,False,True,False
51,0,2,2,0,39,2,3,3,2429.130682314275,502,0.7664412718384418,2463,47,0.5275763919205694,0.20660385098254028,False,True,False,True,False,False,False,False,False,True,False
34,1,1,1,0,22,5,1,4,6637.177061689971,2517,0.9391330015936061,9279,73,0.6244073143636156,0.37937905212833495,False,True,False,False,True,False,False,True,True,False,False
47,0,2,1,0,27,2,3,2,2916.552892296313,2517,1.0226145950650931,879,30,0.5228383862869054,0.863237021661268,False,False,False,False,True,True,False,False,False,True,False
53,0,1,1,0,34,5,3,4,5676.072535514531,164,0.47380144594419926,7023,50,0.4768808675665196,0.029693561281562513,False,True,False,False,True,False,False,True,False,True,False
57,0,1,1,0,44,4,1,4,3727.283151727049,1118,0.9995593275999517,8000,67,0.6585742758588349,0.30042373103998066,False,True,False,False,True,False,True,False,False,True,False
43,0,2,0,0,34,2,2,2,1911.1968295637002,0,0.9408918161697538,2882,41,0.4503199611003943,0.0,True,False,False,False,True,False,False,False,False,True,False
48,1,0,0,0,41,2,3,3,7263.1291559293695,534,0.5854829872776472,2345,39,0.30649836078885573,0.07352177295694565,True,True,False,False,False,False,False,True,False,False,False
51,0,1,1,0,35,1,3,2,2128.3150208517595,0,0.6487442905363814,1458,32,0.7573271149841574,0.0,False,True,False,False,True,False,True,False,False,False,False
53,0,0,0,0,32,2,2,2,2090.914487106835,0,0.70360960787421,2863,37,0.6503919660717981,0.0,False,True,True,False,False,False,False,False,False,True,False
49,1,3,2,3,31,3,2,3,34516.0,0,0.9493757829741443,9727,64,0.840088564646056,0.0,False,True,True,False,False,False,False,False,True,False,False
46,0,2,0,0,38,1,3,2,1672.6442954164659,0,0.5521676126397793,2065,44,0.6115028379193379,0.0,False,True,False,False,False,False,True,False,False,False,False
40,0,3,2,0,32,4,2,2,1438.3,0,0.4110647395299885,1971,46,0.49072709022798927,0.0,False,True,True,False,False,False,True,False,False,True,False
55,0,1,1,0,47,2,3,2,4744.3012039033265,0,0.857144657102074,7144,66,1.0593714573909574,0.0,False,True,False,False,False,True,False,False,False,True,False
51,0,1,2,0,36,3,2,3,4281.151424075089,0,0.44313868608521556,1720,43,0.37164343300218083,0.0,False,True,False,True,False,False,False,False,False,True,False
43,0,2,1,0,36,2,2,3,4490.366325559913,0,0.7790197953359481,2442,36,0.38187436343920045,0.0,False,False,True,False,False,True,True,False,False,False,True
49,1,1,2,0,41,2,3,3,7233.128435966692,1989,1.0257992593888885,5048,61,0.5314656992055692,0.27232859108889346,False,False,True,False,False,True,True,True,False,False,False
51,0,2,1,0,36,2,3,3,8280.317180208714,1108,0.8449757703130708,932,23,0.6069943494937818,0.1335950077773719,False,True,False,False,False,False,False,False,False,True,False
54,0,1,2,0,41,3,3,4,8785.739165892814,1505,0.8710197478030484,2702,47,0.8396521532291916,0.170936779845754,False,True,False,False,False,False,True,False,False,False,True
43,0,3,1,0,34,3,2,3,3925.6905828734425,819,0.7200737515690084,798,21,0.8123891222779023,0.21126198357274545,False,False,False,False,True,False,False,False,True,False,True
50,0,3,1,0,36,5,3,3,4070.00438440586,1616,0.778595714574702,2417,40,0.36291134996495455,0.39707306413507376,False,True,True,False,False,False,False,True,False,True,False
42,0,2,1,0,30,4,3,3,8566.137234302249,2207,0.6118740241188737,2395,44,0.629207599434257,0.2582273016712196,False,False,True,True,False,False,False,False,False,False,True
54,0,1,2,0,50,2,1,2,3688.6893078641306,2517,0.3857963367899565,1647,35,0.2633786157282608,0.6827691673530001,False,False,True,False,True,False,True,False,False,False,False
43,0,2,2,0,30,2,3,1,5832.142720871505,0,0.9899662541770136,1025,23,0.4307378371893076,0.0,False,True,True,False,False,False,False,False,False,False,True
60,0,2,1,0,50,3,2,2,2451.246691469907,393,0.6916912886423683,850,18,0.3717533085300931,0.15819651762156184,False,True,False,False,True,False,False,True,False,True,False
44,0,2,1,0,38,2,4,3,4123.2716410485955,630,0.9929780517205224,2596,47,0.5733946019414115,0.15310037709834864,False,True,False,False,False,True,True,True,False,False,False
42,1,3,0,0,25,2,2,2,6702.686842606271,2081,0.6670309834714341,2845,51,0.5260081056488721,0.30984842648826,False,False,True,False,True,False,False,True,True,False,False
53,0,1,1,0,44,1,0,3,4081.0098937014077,45,0.7854039574805631,7646,69,0.6979802125971843,0.011371802950987681,False,True,True,False,False,False,False,False,False,True,False
60,1,0,1,0,40,1,3,2,1438.3,643,0.7966598683227157,728,15,0.3092799607403166,0.44736912255727507,False,False,True,False,True,False,True,False,False,True,False
40,0,3,1,0,36,2,2,4,1588.9299009867516,0,0.8159446864580464,2620,40,0.581440076996217,0.0,False,False,False,False,False,True,True,False,False,True,False
42,1,2,1,0,30,5,2,4,6807.314953602695,2517,0.969064667763437,9065,67,0.597626349895872,0.3699269470220725,False,True,False,False,True,False,False,True,True,False,False
53,0,3,2,0,43,5,3,3,2443.8180644801946,500,0.4282248900111082,2328,50,0.5954940252313804,0.20450597476861956,False,False,False,True,True,False,False,False,True,True,False
47,0,3,1,0,36,3,3,1,4208.040344128499,0,0.47522924678167355,2110,45,0.4671204675312316,0.0,False,False,False,False,True,False,True,False,True,False,False
48,0,3,1,0,36,2,2,2,13360.11151593225,1219,0.42528466381760427,1760,43,0.481130617182975,0.09175508446989031,False,False,True,True,False,False,False,False,True,True,False
59,0,0,1,0,50,2,5,3,5878.364323119191,566,0.8963402055894787,1700,34,0.4160179014752439,0.09663567688080876,False,True,True,False,False,False,True,False,False,False,True
33,0,2,1,0,21,4,2,3,3166.7355179209558,0,0.8832436351997679,2855,40,0.6758492182420271,0.0,False,True,False,False,False,False,False,False,False,True,False
55,0,2,1,0,43,5,2,4,1544.5148169197437,0,0.3148970366160513,1901,35,0.39903471827548065,0.0,False,True,False,False,False,False,True,False,False,True,False
45,0,2,1,0,28,4,2,4,4373.880211892655,0,0.7928189333486105,8904,65,0.612520887678139,0.0,False,True,True,False,False,False,True,False,False,False,False
54,0,1,1,0,38,3,3,3,2166.686625619135,430,0.8051594105209443,2698,48,0.6404118187121989,0.1996934676481571,False,False,False,False,True,False,False,True,False,True,False
49,0,1,1,0,34,4,1,4,3724.9965949853427,1176,0.8855641784334238,8168,69,0.7450323476392438,0.3161542390401528,True,False,False,False,True,False,True,False,False,True,False
42,0,3,1,0,37,3,3,3,2359.9568349102356,0,0.6799476949612083,2256,41,0.32517666285746405,0.0,True,True,False,False,False,False,True,False,False,False,True
47,0,2,1,0,37,2,3,2,18737.141114926395,2517,0.8061809103068467,1735,43,0.608439353602342,0.13448707783522523,False,True,False,False,False,False,False,False,True,False,True
53,0,2,1,0,37,4,3,2,1794.9798245276302,886,0.5412349085430954,2157,44,0.6084288237834863,0.4946427539067556,False,True,False,False,False,True,False,False,True,True,False
47,0,2,1,0,35,3,2,3,3168.0525704580095,878,0.32882909078375305,1566,33,0.13933262736759988,0.2768524281840343,True,False,False,False,True,False,False,False,True,False,True
40,0,2,1,0,24,3,1,3,7529.886355381425,1179,0.5983749148404196,676,22,0.5422842557532489,0.15506945390662005,False,True,False,False,False,True,True,False,False,True,False
59,0,1,2,0,51,1,5,2,7949.236045529711,1848,1.0286979699101306,5007,53,0.40310406165516194,0.23279949210867687,False,False,True,False,False,False,False,False,False,True,False
45,0,3,1,0,36,4,3,3,2009.691296917463,119,0.8973403705478465,2540,44,0.6833720380131562,0.05872296438277262,False,True,False,False,False,True,False,False,False,True,False
38,0,1,2,0,27,1,2,2,3038.256818453859,0,0.7018144083564644,2783,42,0.44049532778426875,0.0,False,False,False,False,True,False,False,False,False,True,False
46,0,2,2,0,35,3,3,5,2412.1955865711625,680,0.7084427464845421,1997,45,0.5905157334221746,0.2813911731423247,False,True,False,False,False,True,False,True,False,True,False
57,0,0,2,0,45,4,3,2,1973.5001574664436,0,0.8678181899982568,2339,37,0.37372710503573525,0.0,False,False,True,False,False,True,False,False,False,True,True
46,1,1,1,0,34,3,3,3,14871.775561599568,2433,0.9671394927852703,7992,74,0.8827535538293392,0.1635786093229219,False,False,False,False,True,False,False,True,True,False,False
54,0,3,0,0,40,2,3,0,5095.692433778274,0,0.3440579534332306,1685,43,0.6527737750975986,0.0,False,True,False,False,False,True,True,False,False,True,False
47,0,2,1,0,38,5,2,4,2927.686973983896,1612,0.5751042299149837,2230,44,0.46090227764652963,0.5500270390595114,False,True,True,False,False,False,True,False,False,True,False
52,0,0,1,0,32,1,4,1,1438.3,0,0.8684644726919596,698,24,0.3848464526434993,0.0,False,True,False,True,False,False,True,True,False,False,False
56,0,2,1,0,47,2,3,2,6069.562969951853,0,0.8025851308069458,8280,66,0.940685569327306,0.0,False,True,False,False,False,True,True,True,False,False,False
54,1,0,0,0,43,3,3,3,19670.462990500844,2491,0.5801791086969732,2110,41,0.43540939130736733,0.12698720652164477,False,False,True,False,False,False,False,False,True,False,False
47,0,4,1,0,37,3,3,3,2812.192591008424,1708,0.5910986285038552,2206,54,0.5148425646159337,0.6070998753185323,False,True,True,False,False,False,False,False,False,True,False
53,0,2,2,0,36,2,2,3,2959.936821981797,0,0.8791654002279408,2915,50,0.5192860693612833,0.0,False,False,False,False,True,True,True,False,False,False,True
54,0,2,1,0,43,2,2,4,1438.3,0,0.33058390849495733,1981,41,0.3763176106770642,0.0,False,True,False,False,False,False,False,False,False,True,False
42,1,2,1,0,35,2,2,3,17348.11049868585,21,0.4404633193154863,6096,64,0.781578775421981,0.001217480404182774,False,True,False,True,False,False,True,True,False,False,False
45,0,3,2,0,33,4,3,3,4345.309746743601,2199,0.46512245801491214,1918,31,0.2922845347993546,0.5062233057918986,False,False,False,False,False,True,False,False,False,False,True
58,1,0,1,0,43,4,3,2,12391.189715339236,0,1.016423585464072,5311,63,0.6277386305509526,0.0,False,False,False,True,False,True,True,True,False,False,False
43,0,4,1,0,35,5,3,3,1481.0367217932678,0,0.739932238576267,2612,63,0.5964779610147846,0.0,False,False,False,True,False,True,False,False,False,True,False
54,0,1,1,0,39,1,3,2,3145.7636646742585,0,0.2990415705746823,1461,38,0.3692193247015957,0.0,False,False,False,False,True,True,False,False,False,True,False
56,0,1,2,0,49,3,2,2,8514.008021176971,530,0.4839286917810307,2142,37,0.4526221223086311,0.062415336454929776,False,False,False,True,False,True,False,False,False,True,True
52,1,2,1,0,39,2,2,4,4551.241364428406,0,0.6091955558467191,1850,40,0.5259653018015148,0.0,False,True,False,False,False,True,False,False,True,False,False
49,0,2,1,0,36,4,3,3,2156.6007157167337,0,0.629589911249193,2383,52,0.580827265952417,0.0,False,True,True,False,False,False,False,False,False,True,False
52,0,1,1,0,42,3,3,2,1822.2074918493083,0,0.8831496586507797,2474,44,0.678479572547397,0.0,False,True,True,False,False,False,True,False,False,False,False
39,1,3,1,0,16,2,1,3,8488.233618279613,0,0.9024569550011492,8066,86,0.9022789356960237,0.0,False,False,True,False,False,False,False,False,True,True,False
34,0,2,2,0,36,3,3,2,9671.034560733382,1465,0.5745080576674022,2221,33,0.568748657055433,0.151027668097866,False,True,False,False,False,False,False,False,True,False,True
41,0,2,1,0,25,4,1,4,16216.55613527684,58,0.5261268294583815,2002,51,0.766159189009421,0.0036525041717513033,True,False,False,False,False,False,False,True,False,True,False
60,0,0,1,0,40,1,4,3,1664.8739121501417,0,0.5215224189121177,1768,37,0.35403902400688947,0.0,False,True,False,True,False,False,False,False,False,True,False
44,0,2,2,0,26,1,2,2,8295.768412985106,2436,0.7185820636548591,8107,65,0.789552698842018,0.2939992063564097,False,False,False,False,True,True,True,False,False,True,False
41,1,2,2,0,33,2,2,3,7576.341391338384,0,0.6452237483595424,2295,41,0.5202111119425308,0.0,False,False,True,True,False,False,False,False,True,False,False
41,1,3,2,0,29,6,2,2,4344.576755074603,0,0.7332821903105403,2427,41,0.6221369703374293,0.0,False,True,False,False,False,False,True,False,False,False,False
53,0,1,1,0,45,2,1,2,8960.727317399627,0,0.7189397236639135,768,17,0.46695472254852116,0.0,False,False,True,False,True,False,False,False,False,False,True
47,0,4,1,0,32,4,2,2,1585.5487675432125,0,0.4391762643535375,2141,40,0.49627070489715436,0.0,False,True,False,False,True,False,False,False,False,True,False
45,0,4,1,0,36,4,3,2,12092.669368617477,0,0.9519762519650693,8394,82,0.8895813432854693,0.0,False,False,False,False,True,False,False,False,True,False,True
58,0,0,1,0,45,1,3,3,4131.291559375137,0,0.7756837385376071,2391,54,0.7355084086757359,0.0,False,False,True,False,False,False,True,False,False,True,False
47,0,3,2,0,34,2,3,5,9055.259891818254,2230,0.6543194724363599,2109,44,0.5482301015091995,0.24609216434543413,True,True,False,False,False,False,True,False,False,False,True
47,0,3,1,0,30,2,3,2,2942.4937966819634,0,1.0001747237466927,4946,55,0.7746900828326941,0.0,False,True,True,False,False,False,False,False,False,True,False
55,0,1,2,0,35,3,3,1,10076.424299222948,545,0.7510950210450065,1014,27,0.4472253315297954,0.05326559199722204,False,True,False,False,True,False,False,False,True,True,False
42,1,3,1,0,33,3,2,2,7891.240894027255,2517,0.5818973589995158,2271,38,0.5744992444777896,0.3192721982902037,True,False,False,False,False,True,False,True,False,False,False
41,0,1,2,0,39,2,3,3,4233.018367808614,2517,0.6722735337547868,2701,44,0.5613994998373572,0.594747130029904,False,True,False,False,False,False,False,False,False,True,False
45,0,2,1,0,36,3,3,3,12447.485637499438,1649,0.5847331974648144,2319,38,0.3598574141677416,0.13332439139102278,True,False,False,False,False,False,False,True,False,False,True
36,0,2,1,0,36,4,3,2,1843.0097261504166,0,0.8910291784512495,2774,33,0.4406906631618057,0.0,False,True,True,False,False,False,True,False,False,True,False
53,1,1,1,0,33,4,3,3,15093.153496851628,2347,0.8735717662085635,7813,73,0.8801481207243865,0.15565602261341,False,True,False,False,True,False,False,True,True,False,False
56,0,0,2,0,49,2,4,4,11189.657979865644,2517,0.34594921653651445,1769,44,0.3638093685339553,0.22513984800255915,False,False,True,False,False,False,True,False,True,False,False
37,1,1,0,0,27,1,2,3,12516.36044016025,0,0.7262247636006853,1075,30,0.41815666895593057,0.0,False,True,False,False,False,False,False,False,True,False,False
47,0,1,1,0,37,2,2,5,3753.4675370572686,2517,0.625614305263984,2587,53,0.6628849682366268,0.6709763169898938,False,False,True,False,False,False,False,False,False,False,True
47,0,1,1,0,28,3,2,2,2753.6365089534015,1555,0.5304282123656244,2091,53,0.7777892230314535,0.5659045660986646,False,True,True,False,False,False,False,False,False,True,True
46,0,3,1,0,35,2,2,3,2960.5903276068975,0,0.8239839200495755,2907,59,0.8533374347304326,0.0,False,True,False,False,True,False,False,False,False,True,True
60,0,2,1,0,47,3,2,2,2713.5496642921435,733,0.8111862447974296,798,18,0.4661862447974296,0.2622503213722114,False,True,False,False,True,False,False,False,False,True,False
37,0,2,1,0,27,5,2,0,1445.8460288539911,0,0.81106931438928,2896,43,0.7466817696059829,0.0,False,False,True,False,False,False,True,False,True,False,False
53,0,3,1,0,36,3,3,3,2331.4022574315404,1793,0.7846887287352904,2530,47,0.5180548990481681,0.7690992528204843,False,True,True,False,False,False,False,False,False,True,False
41,0,4,1,0,26,4,2,2,1438.3,0,0.7001923671929079,2505,45,0.452,0.0,False,True,True,False,False,False,True,False,False,True,False
40,0,2,2,0,31,5,3,5,4535.461489902471,0,0.9477131452893369,9391,69,0.6975390546684005,0.0,False,True,True,False,False,False,False,False,False,True,False
40,0,3,2,0,38,5,3,3,1445.41318216613,0,0.6323876532599656,2204,42,0.5350139958367985,0.0,False,True,False,False,False,True,False,False,False,True,False
50,1,1,2,0,35,2,3,1,34516.0,0,1.0344022345892405,5273,67,0.6358994434841787,0.0,False,False,True,True,False,False,False,False,True,False,False
36,0,3,1,0,26,2,2,4,3519.607143064087,1642,0.5658869988214947,3631,50,0.4612020977044008,0.471633125374414,False,False,False,False,False,True,True,False,True,False,False
46,0,3,1,0,30,4,2,2,2894.9322302495616,0,0.758864460499123,2647,41,0.464,0.0,False,True,False,False,False,True,True,False,False,True,False
40,1,3,1,0,28,3,2,3,3428.0448279427037,0,0.5282974234482258,2628,60,0.4822379249740367,0.0,False,False,False,False,True,False,False,True,True,False,False
46,1,2,1,0,31,2,3,2,12729.073085108967,334,0.7481879639595446,991,24,0.36126619237793184,0.026409190308046247,False,True,False,False,False,False,False,False,True,False,False
47,0,2,1,0,31,1,1,3,1452.757336380243,1148,0.5707036442934423,2099,36,0.5005916237268018,0.7913375119483396,False,False,False,False,True,True,False,False,False,True,False
47,0,2,0,0,38,2,3,2,1672.5838053786647,0,0.18944643940721415,1624,36,0.22739518847408552,0.0,False,False,False,True,False,True,True,False,False,True,False
40,0,0,2,0,24,3,1,3,2307.2256142443985,0,0.6954454784084597,2273,44,0.4918489284566618,0.0,False,False,False,True,False,False,False,True,False,False,True
43,0,2,1,0,34,4,2,3,11355.192015734427,1031,0.8453779318741056,2399,35,0.4668564036691014,0.0908564036691014,False,False,True,False,False,True,False,True,False,False,True
51,0,3,1,0,41,2,3,3,2137.524694848544,0,0.5614751813153485,683,14,0.4608903767447678,0.0,False,False,False,False,False,True,True,False,True,False,False
43,0,2,0,0,36,1,2,2,1905.7240408926752,0,0.991058838738402,2876,39,0.42570879278896206,0.0,True,False,True,False,False,False,False,True,False,True,False
55,1,2,1,0,36,3,2,3,4591.0327917596005,0,0.4936586228569232,1881,39,0.4763312250670803,0.0,False,True,False,False,True,False,False,False,True,False,False
48,0,3,1,0,38,6,2,4,2914.9241602118786,1483,0.5810136376580279,2214,45,0.504769265007415,0.5094731122565157,False,False,True,False,True,False,False,False,False,True,True
47,0,1,2,0,30,3,2,4,2083.09234408234,0,0.7245827412007212,2790,51,0.6147017452944272,0.0,False,False,False,False,True,True,False,False,False,True,True
41,0,2,1,3,30,4,2,3,17906.743013232317,45,0.33634468053895306,5783,58,0.48368975274073384,0.0025579183367056783,False,True,False,False,False,False,True,False,False,False,False
49,0,4,1,0,39,4,2,2,2868.3650331964964,2517,0.40126854185066685,1576,43,0.37378886863419813,0.8775082879840223,False,True,False,False,False,True,False,False,False,True,False
43,0,4,2,0,24,3,2,2,4431.1874615077395,2201,1.0442810871880976,2741,48,0.4006975298367141,0.49664293115501545,False,False,True,True,False,False,True,True,False,False,False
54,0,2,2,0,41,1,1,2,6098.707368163813,314,0.7886307012804071,4473,63,0.4993463072863322,0.05085427249920028,False,True,False,False,False,True,False,True,False,False,True
56,0,2,1,0,50,3,5,2,2405.5911968834553,286,0.8627872977210239,2506,50,0.5018336649799816,0.11892440961800727,False,False,False,False,True,False,False,False,True,False,True
55,1,0,1,0,49,2,2,3,14497.705806792643,0,0.854122007155828,1023,25,0.5008195583164032,0.0,False,False,False,False,True,False,False,True,True,False,False
54,0,2,1,0,44,3,2,1,1438.3,0,0.6309610285658187,686,15,0.4011377097398665,0.0,False,True,True,False,False,False,True,False,False,True,False
52,0,1,2,0,44,1,3,2,3771.5879285968426,0,0.5827057595480432,2383,49,0.49047242841894323,0.0,False,False,True,False,False,False,False,False,True,False,True
53,1,1,1,0,37,2,3,2,10892.658819800175,511,0.9779465432969541,8223,82,0.7304918016680219,0.046723687149915566,False,False,False,False,True,True,False,False,True,False,False
49,0,3,1,0,39,3,2,2,3537.9615528749864,0,0.7599236375564745,2577,42,0.4543993618321974,0.0,False,False,False,False,True,False,False,False,True,True,False
54,0,1,2,0,46,3,3,3,11403.947490814935,2517,0.4016353343478266,1706,43,0.42357719131573013,0.22105814303209648,False,False,True,False,False,False,True,False,True,False,False
